Date,Wind_Total Generation,Solar_Total Generation,System Load
2017-05-15,521,,6913
2017-05-16,300,,6861
2017-05-17,579,,6762
2017-05-18,470,,6733
2017-05-19,191,,6702
2017-05-20,113,,6328
2017-05-21,301,,6269
2017-05-22,217,,6487
2017-05-23,824,,6999
2017-05-24,1181,,6864
2017-05-25,927,,6761
2017-05-26,257,,6735
2017-05-27,443,,6516
2017-05-28,175,,6428
2017-05-29,162,,6891
2017-05-30,422,,6955
2017-05-31,498,,7087
2017-06-01,783,,7112
2017-06-02,1091,,7005
2017-06-03,349,,6575
2017-06-04,433,,6458
2017-06-05,327,,6751
2017-06-06,383,,6850
2017-06-07,403,,6988
2017-06-08,492,,7017
2017-06-09,1089,,6854
2017-06-10,1047,,6421
2017-06-11,585,,6360
2017-06-12,290,,6842
2017-06-13,270,,6717
2017-06-14,703,,6698
2017-06-15,692,,6672
2017-06-16,855,,6754
2017-06-17,506,,6352
2017-06-18,586,,6325
2017-06-19,232,,6853
2017-06-20,612,,6883
2017-06-21,480,,6801
2017-06-22,488,,6897
2017-06-23,121,,6957
2017-06-24,63,,6706
2017-06-25,276,,6765
2017-06-26,652,,7181
2017-06-27,670,,7002
2017-06-28,429,,6990
2017-06-29,134,,7064
2017-06-30,179,,7105
2017-07-01,230,,6674
2017-07-02,185,,6790
2017-07-03,803,,6962
2017-07-04,277,,7185
2017-07-05,289,,7357
2017-07-06,161,,7471
2017-07-07,183,,7465
2017-07-08,365,,7138
2017-07-09,231,,7139
2017-07-10,325,,7173
2017-07-11,213,,6875
2017-07-12,179,,6905
2017-07-13,430,,7227
2017-07-14,345,,7278
2017-07-15,581,,7075
2017-07-16,896,,6666
2017-07-17,291,,6920
2017-07-18,96,,6943
2017-07-19,134,,7094
2017-07-20,570,,7299
2017-07-21,550,,7029
2017-07-22,268,,6826
2017-07-23,485,,6784
2017-07-24,469,,6899
2017-07-25,110,,7080
2017-07-26,161,,7325
2017-07-27,513,,7468
2017-07-28,288,,7260
2017-07-29,179,,6983
2017-07-30,568,,6867
2017-07-31,206,,7155
2017-08-01,319,,7072
2017-08-02,28,,7083
2017-08-03,249,,7145
2017-08-04,560,,6982
2017-08-05,72,,6555
2017-08-06,82,,6569
2017-08-07,222,,6741
2017-08-08,68,,7043
2017-08-09,143,,7117
2017-08-10,178,,7215
2017-08-11,110,,7195
2017-08-12,326,,6894
2017-08-13,849,,6818
2017-08-14,283,,7058
2017-08-15,154,,6830
2017-08-16,293,,6843
2017-08-17,322,,6991
2017-08-18,762,,7026
2017-08-19,328,,6425
2017-08-20,246,,6340
2017-08-21,99,,6852
2017-08-22,82,,7130
2017-08-23,376,,7274
2017-08-24,792,,7162
2017-08-25,244,,6955
2017-08-26,281,,6674
2017-08-27,239,,6794
2017-08-28,216,,7340
2017-08-29,245,,7289
2017-08-30,333,,7252
2017-08-31,767,,7291
2017-09-01,277,,7090
2017-09-02,559,,6896
2017-09-03,298,,6694
2017-09-04,101,,6750
2017-09-05,339,,7124
2017-09-06,60,,7193
2017-09-07,285,,7319
2017-09-08,462,,7250
2017-09-09,667,,6776
2017-09-10,670,,6628
2017-09-11,947,,7159
2017-09-12,418,,6960
2017-09-13,319,,6914
2017-09-14,87,,7009
2017-09-15,29,,6873
2017-09-16,413,,6557
2017-09-17,587,,6505
2017-09-18,707,,6928
2017-09-19,726,,7013
2017-09-20,864,,6880
2017-09-21,402,,6954
2017-09-22,55,,6919
2017-09-23,55,,6597
2017-09-24,208,,6542
2017-09-25,221,,6895
2017-09-26,270,,6864
2017-09-27,135,,6966
2017-09-28,299,,6946
2017-09-29,781,,6925
2017-09-30,1019,,6620
2017-10-01,845,,6569
2017-10-02,899,,6787
2017-10-03,361,,6689
2017-10-04,167,,6793
2017-10-05,356,,6855
2017-10-06,1109,,6831
2017-10-07,810,,6626
2017-10-08,515,,6630
2017-10-09,865,,6620
2017-10-10,495,,6919
2017-10-11,351,,6997
2017-10-12,230,,7022
2017-10-13,73,,7048
2017-10-14,1027,,6811
2017-10-15,1154,,6632
2017-10-16,1127,,6985
2017-10-17,989,,6808
2017-10-18,909,,6760
2017-10-19,871,,6812
2017-10-20,743,,6904
2017-10-21,951,,6638
2017-10-22,1147,,6617
2017-10-23,1062,,6870
2017-10-24,1193,,6860
2017-10-25,1041,,6950
2017-10-26,400,,7005
2017-10-27,323,,6899
2017-10-28,919,,6637
2017-10-29,787,,6778
2017-10-30,307,,7173
2017-10-31,648,,7136
2017-11-01,384,,7380
2017-11-02,555,,7528
2017-11-03,544,,7564
2017-11-04,104,,7353
2017-11-05,157,,7362
2017-11-06,496,,7643
2017-11-07,565,,7633
2017-11-08,59,,7619
2017-11-09,580,,7728
2017-11-10,621,,7540
2017-11-11,547,,7223
2017-11-12,776,,7208
2017-11-13,843,,7605
2017-11-14,531,,7708
2017-11-15,548,,7830
2017-11-16,485,,7759
2017-11-17,439,,7761
2017-11-18,1063,,7440
2017-11-19,993,,7259
2017-11-20,540,,7608
2017-11-21,412,,7770
2017-11-22,930,,7557
2017-11-23,949,,7414
2017-11-24,1057,,7358
2017-11-25,925,,7164
2017-11-26,969,,7194
2017-11-27,1175,,7501
2017-11-28,1176,,7508
2017-11-29,1215,,7540
2017-11-30,1039,,7600
2017-12-01,1048,,7695
2017-12-02,668,,7457
2017-12-03,247,,7456
2017-12-04,711,,7719
2017-12-05,1093,0.0,7600
2017-12-06,663,0.0,7568
2017-12-07,909,0.0,7455
2017-12-08,936,0.0,7349
2017-12-09,1047,0.0,7140
2017-12-10,1061,0.0,7080
2017-12-11,588,0.0,7461
2017-12-12,1116,0.0,7430
2017-12-13,514,0.0,7515
2017-12-14,712,0.0,7581
2017-12-15,906,0.0,7487
2017-12-16,615,1.0,7370
2017-12-17,1122,0.0,7398
2017-12-18,589,0.0,7797
2017-12-19,291,0.0,7898
2017-12-20,413,0.0,7864
2017-12-21,826,0.0,7914
2017-12-22,328,0.0,7767
2017-12-23,834,0.0,7609
2017-12-24,382,0.0,7573
2017-12-25,90,0.0,7597
2017-12-26,393,0.0,7710
2017-12-27,247,0.0,7961
2017-12-28,155,0.0,8073
2017-12-29,62,0.0,8097
2017-12-30,71,0.0,7994
2017-12-31,236,0.0,7875
2018-01-01,608,0.0,7651
2018-01-02,686,0.0,7640
2018-01-03,603,0.0,7590
2018-01-04,548,0.0,7579
2018-01-05,944,0.0,7576
2018-01-06,994,0.0,7155
2018-01-07,889,0.0,7131
2018-01-08,826,0.0,7564
2018-01-09,741,0.0,7883
2018-01-10,305,1.0,8214
2018-01-11,46,0.0,8337
2018-01-12,230,0.0,8132
2018-01-13,745,1.0,7666
2018-01-14,269,0.0,7478
2018-01-15,672,0.0,7924
2018-01-16,1156,1.0,7660
2018-01-17,988,1.0,7409
2018-01-18,1139,1.0,7330
2018-01-19,1026,1.0,7312
2018-01-20,974,1.0,7159
2018-01-21,1045,1.0,7203
2018-01-22,1026,1.0,7487
2018-01-23,793,1.0,7505
2018-01-24,762,1.0,7450
2018-01-25,606,1.0,7608
2018-01-26,425,1.0,7698
2018-01-27,158,1.0,7578
2018-01-28,240,0.0,7620
2018-01-29,895,0.0,7852
2018-01-30,996,1.0,7794
2018-01-31,305,0.0,8068
2018-02-01,63,1.0,8075
2018-02-02,70,0.0,8090
2018-02-03,441,0.0,7922
2018-02-04,267,0.0,7761
2018-02-05,195,1.0,8019
2018-02-06,463,1.0,8026
2018-02-07,191,1.0,8022
2018-02-08,201,0.0,8105
2018-02-09,200,0.0,8104
2018-02-10,736,0.0,7721
2018-02-11,294,0.0,7734
2018-02-12,915,0.0,8051
2018-02-13,1021,1.0,7655
2018-02-14,811,1.0,7780
2018-02-15,600,3.0,7923
2018-02-16,806,2.0,7825
2018-02-17,258,1.0,7594
2018-02-18,269,1.0,7665
2018-02-19,200,2.0,7636
2018-02-20,439,3.0,7939
2018-02-21,725,2.0,7801
2018-02-22,279,2.0,7732
2018-02-23,1033,4.0,7754
2018-02-24,921,3.0,7291
2018-02-25,939,3.0,7262
2018-02-26,634,4.0,7544
2018-02-27,1112,3.0,7484
2018-02-28,654,4.0,7479
2018-03-01,377,3.0,7604
2018-03-02,482,1.0,7652
2018-03-03,291,3.0,7377
2018-03-04,51,3.0,7301
2018-03-05,87,4.0,7660
2018-03-06,219,4.0,7520
2018-03-07,164,4.0,7501
2018-03-08,430,2.0,7566
2018-03-09,809,3.0,7512
2018-03-10,271,4.0,7152
2018-03-11,179,4.0,7066
2018-03-12,154,4.0,7421
2018-03-13,414,4.0,7354
2018-03-14,430,0.0,7435
2018-03-15,273,1.0,7459
2018-03-16,119,3.0,7314
2018-03-17,16,2.0,7082
2018-03-18,68,3.0,7040
2018-03-19,211,4.0,7353
2018-03-20,710,4.0,7272
2018-03-21,255,3.0,7315
2018-03-22,251,2.0,7481
2018-03-23,777,5.0,7268
2018-03-24,266,3.0,6901
2018-03-25,618,2.0,6950
2018-03-26,1159,5.0,7250
2018-03-27,882,4.0,7342
2018-03-28,146,2.0,7221
2018-03-29,292,3.0,7336
2018-03-30,539,2.0,7260
2018-03-31,206,3.0,7200
2018-04-01,84,4.0,7023
2018-04-02,139,4.0,7238
2018-04-03,224,5.0,7272
2018-04-04,342,5.0,7419
2018-04-05,228,5.0,7473
2018-04-06,279,5.0,7437
2018-04-07,267,3.0,7274
2018-04-08,45,0.0,7122
2018-04-09,653,4.0,7302
2018-04-10,476,4.0,7160
2018-04-11,489,2.0,7244
2018-04-12,133,1.0,7215
2018-04-13,736,3.0,6941
2018-04-14,918,4.0,6592
2018-04-15,312,4.0,6575
2018-04-16,364,1.0,7103
2018-04-17,815,5.0,6850
2018-04-18,374,5.0,6812
2018-04-19,237,5.0,6857
2018-04-20,486,5.0,6755
2018-04-21,1007,1.0,6568
2018-04-22,499,5.0,6498
2018-04-23,169,5.0,6828
2018-04-24,801,5.0,6839
2018-04-25,560,4.0,6848
2018-04-26,268,5.0,6848
2018-04-27,499,5.0,6823
2018-04-28,631,5.0,6558
2018-04-29,909,3.0,6539
2018-04-30,161,5.0,6750
2018-05-01,507,3.0,6583
2018-05-02,520,5.0,6595
2018-05-03,534,5.0,6641
2018-05-04,596,4.0,6599
2018-05-05,180,4.0,6419
2018-05-06,94,5.0,6405
2018-05-07,404,4.0,6715
2018-05-08,501,4.0,6778
2018-05-09,394,2.0,6730
2018-05-10,240,2.0,6816
2018-05-11,106,2.0,6789
2018-05-12,169,5.0,6534
2018-05-13,308,5.0,6505
2018-05-14,456,5.0,6982
2018-05-15,299,5.0,7053
2018-05-16,459,5.0,7028
2018-05-17,691,1.0,6977
2018-05-18,293,4.0,6864
2018-05-19,526,5.0,6577
2018-05-20,733,5.0,6561
2018-05-21,237,5.0,6774
2018-05-22,85,5.0,7232
2018-05-23,147,5.0,7210
2018-05-24,759,4.0,7251
2018-05-25,493,4.0,7212
2018-05-26,612,4.0,6810
2018-05-27,284,5.0,6707
2018-05-28,708,5.0,7240
2018-05-29,494,5.0,6901
2018-05-30,316,4.0,6794
2018-05-31,184,1.0,6788
2018-06-01,341,2.0,6715
2018-06-02,739,5.0,6462
2018-06-03,265,5.0,6374
2018-06-04,935,4.0,6790
2018-06-05,311,5.0,6737
2018-06-06,337,5.0,6844
2018-06-07,302,5.0,7017
2018-06-08,548,5.0,7144
2018-06-09,473,3.0,6701
2018-06-10,1069,2.0,6513
2018-06-11,1204,3.0,6832
2018-06-12,1075,5.0,6751
2018-06-13,634,5.0,6918
2018-06-14,449,3.0,6869
2018-06-15,114,4.0,6777
2018-06-16,391,3.0,6484
2018-06-17,37,4.0,6579
2018-06-18,52,3.0,7038
2018-06-19,71,4.0,7100
2018-06-20,268,5.0,7223
2018-06-21,296,5.0,7375
2018-06-22,404,4.0,7260
2018-06-23,341,2.0,6947
2018-06-24,132,4.0,7094
2018-06-25,808,4.0,7432
2018-06-26,938,5.0,7058
2018-06-27,652,5.0,7031
2018-06-28,311,3.0,7026
2018-06-29,167,3.0,7005
2018-06-30,646,4.0,6700
2018-07-01,693,4.0,6449
2018-07-02,329,2.0,6581
2018-07-03,122,3.0,6966
2018-07-04,131,4.0,7007
2018-07-05,376,5.0,7269
2018-07-06,625,4.0,7374
2018-07-07,894,4.0,6829
2018-07-08,151,5.0,6685
2018-07-09,176,5.0,7322
2018-07-10,461,3.0,7297
2018-07-11,368,5.0,7321
2018-07-12,166,5.0,7442
2018-07-13,560,5.0,7307
2018-07-14,428,4.0,6674
2018-07-15,144,5.0,6943
2018-07-16,181,5.0,7540
2018-07-17,133,3.0,7686
2018-07-18,338,4.0,7537
2018-07-19,163,5.0,7456
2018-07-20,671,5.0,7320
2018-07-21,474,5.0,6765
2018-07-22,350,4.0,6729
2018-07-23,205,5.0,7033
2018-07-24,112,2.0,6946
2018-07-25,37,5.0,7052
2018-07-26,121,4.0,7108
2018-07-27,63,4.0,7087
2018-07-28,56,5.0,6889
2018-07-29,41,5.0,7018
2018-07-30,253,4.0,7425
2018-07-31,169,4.0,7376
2018-08-01,302,4.0,7497
2018-08-02,308,4.0,7387
2018-08-03,527,4.0,7250
2018-08-04,386,3.0,6688
2018-08-05,68,2.0,6691
2018-08-06,313,4.0,6966
2018-08-07,288,4.0,7411
2018-08-08,143,4.0,7481
2018-08-09,244,4.0,7652
2018-08-10,292,4.0,7753
2018-08-11,514,3.0,6983
2018-08-12,442,4.0,6710
2018-08-13,133,5.0,7048
2018-08-14,259,4.0,7312
2018-08-15,204,2.0,7307
2018-08-16,168,3.0,7326
2018-08-17,344,3.0,7330
2018-08-18,519,3.0,6818
2018-08-19,68,3.0,6611
2018-08-20,66,4.0,6987
2018-08-21,280,4.0,7098
2018-08-22,342,3.0,7264
2018-08-23,578,4.0,7215
2018-08-24,475,1.0,6945
2018-08-25,196,3.0,6566
2018-08-26,496,2.0,6512
2018-08-27,697,1.0,6819
2018-08-28,535,3.0,6906
2018-08-29,683,3.0,6941
2018-08-30,496,4.0,6946
2018-08-31,529,4.0,6850
2018-09-01,523,3.0,6474
2018-09-02,271,4.0,6380
2018-09-03,602,2.0,6451
2018-09-04,122,4.0,6645
2018-09-05,192,4.0,6742
2018-09-06,232,4.0,6800
2018-09-07,457,4.0,6877
2018-09-08,722,3.0,6716
2018-09-09,206,3.0,6582
2018-09-10,564,2.0,6906
2018-09-11,169,4.0,6826
2018-09-12,372,3.0,7026
2018-09-13,115,2.0,7100
2018-09-14,120,2.0,7084
2018-09-15,223,1.0,6812
2018-09-16,58,1.0,6760
2018-09-17,206,2.0,6967
2018-09-18,68,1.0,6822
2018-09-19,55,2.0,6782
2018-09-20,118,2.0,6887
2018-09-21,245,2.0,6972
2018-09-22,101,1.0,6850
2018-09-23,151,1.0,6773
2018-09-24,318,2.0,6936
2018-09-25,384,3.0,6924
2018-09-26,538,2.0,6912
2018-09-27,152,1.0,6979
2018-09-28,30,2.0,6923
2018-09-29,330,3.0,6785
2018-09-30,191,1.0,6824
2018-10-01,71,1.0,7050
2018-10-02,94,1.0,7079
2018-10-03,145,2.0,7036
2018-10-04,104,2.0,7026
2018-10-05,398,3.0,7034
2018-10-06,100,4.0,6796
2018-10-07,90,4.0,6842
2018-10-08,203,0.0,6975
2018-10-09,130,0.0,7223
2018-10-10,39,1.0,7230
2018-10-11,268,2.0,7174
2018-10-12,1095,3.0,7221
2018-10-13,337,1.0,7048
2018-10-14,665,3.0,7023
2018-10-15,951,2.0,7236
2018-10-16,389,3.0,7170
2018-10-17,790,3.0,7129
2018-10-18,702,3.0,7100
2018-10-19,189,3.0,7117
2018-10-20,787,3.0,6986
2018-10-21,167,3.0,6998
2018-10-22,420,3.0,7253
2018-10-23,371,3.0,7262
2018-10-24,939,2.0,7261
2018-10-25,987,2.0,7242
2018-10-26,860,2.0,7159
2018-10-27,738,2.0,6836
2018-10-28,679,1.0,6918
2018-10-29,778,2.0,7179
2018-10-30,786,1.0,7239
2018-10-31,796,1.0,7225
2018-11-01,482,1.0,7244
2018-11-02,653,0.0,7364
2018-11-03,720,2.0,7069
2018-11-04,971,1.0,7162
2018-11-05,332,1.0,7502
2018-11-06,30,1.0,7582
2018-11-07,86,0.0,7533
2018-11-08,304,1.0,7578
2018-11-09,1011,0.0,7485
2018-11-10,449,1.0,7093
2018-11-11,155,1.0,7084
2018-11-12,861,1.0,7228
2018-11-13,1150,1.0,7430
2018-11-14,1021,1.0,7298
2018-11-15,866,1.0,7374
2018-11-16,501,0.0,7633
2018-11-17,730,1.0,7442
2018-11-18,683,0.0,7157
2018-11-19,702,1.0,7355
2018-11-20,847,1.0,7292
2018-11-21,1005,1.0,7339
2018-11-22,902,1.0,7328
2018-11-23,411,1.0,7373
2018-11-24,239,0.0,7093
2018-11-25,586,0.0,7090
2018-11-26,1022,0.0,7471
2018-11-27,985,1.0,7347
2018-11-28,858,1.0,7348
2018-11-29,307,1.0,7299
2018-11-30,50,1.0,7316
2018-12-01,74,0.0,7111
2018-12-02,72,0.0,7160
2018-12-03,369,0.0,7520
2018-12-04,903,1.0,7427
2018-12-05,372,0.0,7467
2018-12-06,388,1.0,7576
2018-12-07,967,1.0,7682
2018-12-08,836,1.0,7409
2018-12-09,1009,1.0,7317
2018-12-10,1032,1.0,7524
2018-12-11,1126,1.0,7545
2018-12-12,1113,1.0,7548
2018-12-13,941,0.0,7526
2018-12-14,1163,0.0,7424
2018-12-15,1092,1.0,7147
2018-12-16,647,1.0,7262
2018-12-17,1013,1.0,7493
2018-12-18,1108,0.0,7462
2018-12-19,1089,1.0,7505
2018-12-20,928,0.0,7541
2018-12-21,1155,0.0,7530
2018-12-22,747,1.0,7336
2018-12-23,880,0.0,7373
2018-12-24,78,0.0,7482
2018-12-25,40,0.0,7239
2018-12-26,41,0.0,7296
2018-12-27,25,0.0,7624
2018-12-28,830,1.0,7560
2018-12-29,867,1.0,7319
2018-12-30,655,0.0,7400
2018-12-31,432,0.0,7536
2019-01-01,1108,1.0,7096
2019-01-02,1100,1.0,7263
2019-01-03,809,1.0,7348
2019-01-04,1012,1.0,7452
2019-01-05,368,0.0,7308
2019-01-06,939,0.0,7244
2019-01-07,637,1.0,7721
2019-01-08,376,1.0,7827
2019-01-09,627,0.0,7777
2019-01-10,763,1.0,7689
2019-01-11,885,1.0,7599
2019-01-12,702,1.0,7185
2019-01-13,371,1.0,7188
2019-01-14,376,1.0,7488
2019-01-15,112,0.0,7573
2019-01-16,6,0.0,7748
2019-01-17,44,0.0,7795
2019-01-18,191,0.0,7805
2019-01-19,839,0.0,7573
2019-01-20,421,0.0,7293
2019-01-21,327,0.0,7510
2019-01-22,1077,0.0,7574
2019-01-23,515,0.0,7685
2019-01-24,786,0.0,7728
2019-01-25,766,1.0,7424
2019-01-26,1044,0.0,7110
2019-01-27,1071,1.0,7144
2019-01-28,290,1.0,7566
2019-01-29,352,1.0,7728
2019-01-30,758,1.0,7596
2019-01-31,876,1.0,7563
2019-02-01,334,0.0,7745
2019-02-02,284,0.0,7785
2019-02-03,204,0.0,7821
2019-02-04,1,0.0,8001
2019-02-05,13,0.0,8130
2019-02-06,38,0.0,8082
2019-02-07,222,0.0,8043
2019-02-08,366,0.0,8030
2019-02-09,127,0.0,7896
2019-02-10,103,0.0,7859
2019-02-11,31,0.0,8038
2019-02-12,15,0.0,8061
2019-02-13,26,0.0,8021
2019-02-14,206,0.0,8064
2019-02-15,105,0.0,8016
2019-02-16,473,0.0,7775
2019-02-17,358,0.0,7613
2019-02-18,357,0.0,7732
2019-02-19,812,0.0,7724
2019-02-20,492,0.0,7842
2019-02-21,389,0.0,7817
2019-02-22,918,0.0,7614
2019-02-23,537,0.0,7584
2019-02-24,34,0.0,7635
2019-02-25,40,0.0,7952
2019-02-26,199,0.0,7949
2019-02-27,343,0.0,7675
2019-02-28,219,0.0,7517
2019-03-01,461,0.0,7690
2019-03-02,169,0.0,7678
2019-03-03,275,0.0,7631
2019-03-04,327,0.0,7704
2019-03-05,159,0.0,7677
2019-03-06,226,0.0,7708
2019-03-07,674,0.0,7751
2019-03-08,653,0.0,7642
2019-03-09,171,2.0,7312
2019-03-10,666,4.0,7240
2019-03-11,987,2.0,7370
2019-03-12,464,2.0,7316
2019-03-13,203,4.0,7277
2019-03-14,608,4.0,7324
2019-03-15,781,3.0,7210
2019-03-16,245,4.0,6955
2019-03-17,192,4.0,6920
2019-03-18,263,4.0,7188
2019-03-19,207,4.0,7071
2019-03-20,159,4.0,7027
2019-03-21,196,4.0,7016
2019-03-22,229,4.0,7062
2019-03-23,421,4.0,6841
2019-03-24,145,0.0,6880
2019-03-25,363,2.0,7081
2019-03-26,743,4.0,7024
2019-03-27,231,2.0,6992
2019-03-28,65,5.0,6910
2019-03-29,119,4.0,6887
2019-03-30,555,5.0,6577
2019-03-31,132,2.0,6545
2019-04-01,250,2.0,6755
2019-04-02,209,4.0,6743
2019-04-03,664,3.0,6798
2019-04-04,792,4.0,6826
2019-04-05,258,3.0,6786
2019-04-06,1030,4.0,6672
2019-04-07,820,4.0,6535
2019-04-08,317,4.0,6748
2019-04-09,305,3.0,6669
2019-04-10,424,3.0,6715
2019-04-11,375,3.0,6766
2019-04-12,162,5.0,6689
2019-04-13,764,4.0,6512
2019-04-14,1034,2.0,6580
2019-04-15,603,3.0,6764
2019-04-16,348,4.0,6754
2019-04-17,892,4.0,6777
2019-04-18,746,4.0,6807
2019-04-19,687,2.0,6557
2019-04-20,177,4.0,6475
2019-04-21,288,5.0,6383
2019-04-22,956,4.0,6738
2019-04-23,839,3.0,6787
2019-04-24,542,4.0,6750
2019-04-25,303,5.0,6766
2019-04-26,351,2.0,6758
2019-04-27,748,2.0,6639
2019-04-28,559,5.0,6353
2019-04-29,88,4.0,6681
2019-04-30,219,3.0,6812
2019-05-01,428,5.0,6761
2019-05-02,478,4.0,6773
2019-05-03,790,3.0,6839
2019-05-04,201,1.0,6644
2019-05-05,50,3.0,6534
2019-05-06,97,5.0,6716
2019-05-07,96,3.0,6702
2019-05-08,110,4.0,6712
2019-05-09,169,5.0,6731
2019-05-10,628,3.0,6686
2019-05-11,238,5.0,6396
2019-05-12,535,4.0,6456
2019-05-13,155,3.0,6722
2019-05-14,370,4.0,6640
2019-05-15,691,4.0,6629
2019-05-16,421,3.0,6664
2019-05-17,422,1.0,6568
2019-05-18,297,3.0,6273
2019-05-19,274,5.0,6200
2019-05-20,298,3.0,6368
2019-05-21,189,1.0,6613
2019-05-22,64,4.0,6632
2019-05-23,153,4.0,6589
2019-05-24,324,4.0,6608
2019-05-25,292,3.0,6380
2019-05-26,183,5.0,6361
2019-05-27,68,5.0,6669
2019-05-28,187,5.0,6745
2019-05-29,251,5.0,6946
2019-05-30,588,4.0,6860
2019-05-31,149,2.0,6717
2019-06-01,321,4.0,6679
2019-06-02,542,5.0,6672
2019-06-03,925,4.0,6845
2019-06-04,508,5.0,6762
2019-06-05,532,5.0,6750
2019-06-06,712,3.0,6807
2019-06-07,816,4.0,6754
2019-06-08,354,3.0,6332
2019-06-09,635,4.0,6264
2019-06-10,446,4.0,6647
2019-06-11,132,4.0,6704
2019-06-12,81,5.0,6989
2019-06-13,322,5.0,7122
2019-06-14,309,3.0,6949
2019-06-15,178,5.0,6651
2019-06-16,129,5.0,6612
2019-06-17,172,5.0,7021
2019-06-18,351,3.0,6815
2019-06-19,611,4.0,6642
2019-06-20,224,3.0,6730
2019-06-21,402,4.0,6689
2019-06-22,561,5.0,6380
2019-06-23,392,3.0,6398
2019-06-24,371,3.0,6780
2019-06-25,194,3.0,6813
2019-06-26,88,5.0,6914
2019-06-27,185,2.0,6873
2019-06-28,484,5.0,6840
2019-06-29,792,5.0,6407
2019-06-30,128,4.0,6388
2019-07-01,572,4.0,6340
2019-07-02,145,4.0,6660
2019-07-03,97,3.0,6692
2019-07-04,114,0.0,6694
2019-07-05,40,0.0,6648
2019-07-06,155,1.0,6479
2019-07-07,120,4.0,6422
2019-07-08,119,4.0,6759
2019-07-09,114,4.0,6710
2019-07-10,572,4.0,6836
2019-07-11,498,5.0,6989
2019-07-12,287,5.0,7079
